N ,P,K,SHumidity,STempearture,AHumidity,ATempearture,PH,Rainfall,Label
206.108856,32.567097,114.903587,58.25359,16.951721,57.886406,19.101128,6.613546,90.682404,Carrot
215.847504,37.977489,58.8717,58.098892,15.483614,58.99543,18.344278,6.644458,83.700142,Carrot
234.509888,33.875309,104.045036,30.678493,15.917531,64.931168,20.610592,6.023284,90.870827,Carrot
205.29599,33.244774,101.972214,46.409294,18.732756,67.909355,18.243221,6.7234,87.259453,Carrot
224.12442,38.365776,76.281067,43.323658,18.151505,63.95425,18.113903,6.400611,78.841232,Carrot
214.960373,37.874397,90.97686,26.50346,15.048333,67.560829,20.190771,6.007817,94.705101,Carrot
245.884811,30.308174,95.803558,47.530987,19.125505,68.404091,19.594954,6.798416,91.113205,Carrot
228.12616,34.866676,94.844841,38.295036,16.335903,59.749908,18.827389,6.17356,94.571991,Carrot
247.090164,39.994701,62.83577,46.576942,15.265085,55.561726,20.468344,6.052647,85.228249,Carrot
219.112335,45.820114,111.825615,40.392536,18.690203,67.408295,18.819361,6.859862,80.949921,Carrot
235.512512,41.681843,80.744545,48.000687,16.368536,63.214222,18.328218,6.772859,97.148026,Carrot
219.97345,42.374153,64.103119,55.631226,17.731455,57.939369,20.046349,6.431406,77.33313,Carrot
204.115784,45.926067,76.90184,20.692301,16.850983,57.352772,19.389965,6.969913,88.264755,Carrot
211.498352,38.768135,89.88076,31.692343,17.58296,62.098782,19.198875,6.631727,77.669479,Carrot
238.923965,34.87228,79.996124,57.072582,18.103933,59.114235,20.020235,6.148137,96.233406,Carrot
231.668671,42.996441,56.375713,50.99041,17.033052,57.623989,20.777636,6.438707,95.551094,Carrot
220.066696,37.409088,61.207428,26.573532,16.003801,57.687595,20.805281,6.93726,92.011292,Carrot
249.675156,44.094856,43.851929,24.840782,18.070286,63.299843,19.047516,6.256606,83.303429,Carrot
235.49884,46.770393,68.781944,58.402294,16.153591,59.948696,20.052286,6.249599,91.875046,Carrot
224.221008,35.942856,71.433044,46.375641,17.725868,59.677212,18.289677,6.817147,84.517441,Carrot
212.431503,43.388786,96.689705,54.42601,15.798416,63.22057,18.560974,6.620841,94.209541,Carrot
224.348877,37.039062,115.049728,50.889679,16.31197,55.075127,18.095934,6.942327,79.272552,Carrot
225.478439,35.583241,73.289368,27.756811,15.129151,61.795372,18.229271,6.942798,98.541267,Carrot
216.624588,32.99509,47.188763,42.181686,15.253923,57.918098,19.855663,6.95021,76.161049,Carrot
215.586487,32.734394,100.393852,40.768265,19.539204,62.926479,20.205597,6.986091,91.120728,Carrot
240.422272,45.43898,74.623512,32.308384,16.236635,55.408928,20.219719,6.854361,78.955429,Carrot
244.319427,31.075478,79.993958,57.088158,15.882167,60.753582,20.585983,6.633455,76.048325,Carrot
246.495605,43.119461,85.372269,31.637779,15.664508,61.573944,19.819117,6.642323,99.215805,Carrot
240.991821,46.632221,86.203926,34.104328,15.007373,65.12738,20.632824,6.690216,82.639664,Carrot
226.990997,37.696152,66.941467,58.698753,19.007116,69.848831,18.882252,6.762865,97.992714,Carrot
231.263916,44.260197,73.045502,59.714352,19.92145,57.062748,18.080788,6.830353,91.102798,Carrot
247.100677,49.199318,81.107513,32.357922,16.959093,68.013786,18.73395,6.303762,98.32206,Carrot
242.838501,45.673641,84.813164,56.797646,19.49073,58.844265,19.22653,6.407323,81.692856,Carrot
215.773804,48.135506,57.090534,30.392849,15.838981,66.993912,20.69138,6.853637,81.973625,Carrot
202.396667,32.444092,63.079731,58.767212,15.691849,65.923141,18.977173,6.027162,85.581512,Carrot
216.962921,34.039417,41.094231,40.121304,17.642235,67.798515,19.340433,6.807934,85.534088,Carrot
230.734177,36.009903,107.067398,36.896309,15.887313,64.554741,19.882151,6.861454,76.678726,Carrot
248.281479,32.752266,117.883293,46.298203,19.817356,64.327232,20.572126,6.825578,76.694717,Carrot
245.089081,38.90609,94.939072,58.416336,18.978138,57.548424,20.167822,6.981494,80.106079,Carrot
227.824341,46.004604,49.903168,23.473248,16.152397,65.11647,19.350494,6.914101,86.906975,Carrot
217.393814,48.57238,109.708908,26.690741,18.507557,61.735531,18.391487,6.685441,82.644638,Carrot
230.601578,30.587934,55.683613,46.417023,15.346674,65.76265,20.49604,6.754354,77.254112,Carrot
247.797791,38.378761,73.006287,59.104469,18.883852,68.055832,18.396843,6.345507,89.240105,Carrot
220.543091,28.085094,167.328949,86.101738,16.646656,97.526505,31.70557,6.424547,180.427765,Radish
233.57251,40.890331,162.475342,71.542152,21.758286,97.409462,31.938072,6.387344,143.139084,Radish
247.950745,28.048594,194.450806,77.952957,18.16634,96.139847,34.46653,6.880841,109.540108,Radish
228.728592,31.623016,180.795227,81.421371,19.90374,98.143707,29.916866,6.645456,100.960648,Radish
241.743225,33.328293,187.341721,88.404221,20.852985,99.9422,21.784122,6.330074,110.799973,Radish
240.189575,35.038921,179.805573,87.933899,17.208132,96.903038,27.597692,6.899348,149.963562,Radish
210.354385,42.009033,153.434158,63.092499,16.845816,96.804359,30.047493,6.441718,181.534851,Radish
248.239639,35.733429,186.281799,88.75618,21.919451,96.234329,32.240059,6.694886,180.227341,Radish
213.328888,43.741646,184.725052,88.65213,19.225189,96.085602,26.62534,6.387479,191.228699,Radish
206.519608,25.398975,163.583054,80.814819,18.450554,95.092278,19.930103,6.158352,162.967834,Radish
204.468658,45.340313,195.328232,67.246338,18.950415,95.91082,32.360283,6.08878,190.917404,Radish
227.414673,41.946629,161.051239,63.741428,20.496372,97.140373,34.781975,6.890148,158.333618,Radish
247.919418,25.929045,171.285248,83.258934,20.471745,96.758873,34.328407,6.922952,164.618591,Radish
218.265411,44.370144,174.618347,61.064228,18.236595,99.414162,23.884886,6.380257,215.253021,Radish
246.811737,25.583998,175.489044,86.317062,19.519583,95.10511,32.298908,6.829066,101.234428,Radish
214.255646,29.105522,183.530975,85.064079,15.644532,97.702477,22.325953,6.567152,118.114006,Radish
227.885056,46.558174,181.594589,85.940384,17.786079,97.791832,34.746529,6.809665,131.962616,Radish
214.417603,47.601738,189.860016,76.851021,18.509981,99.897453,34.592003,6.779008,106.550201,Radish
241.968018,25.122187,199.892273,74.567673,19.350922,96.04158,32.578926,6.35738,174.259827,Radish
205.225418,30.542549,188.443329,80.108963,16.889715,99.896606,26.951206,6.450399,163.548798,Radish
220.244278,31.332865,187.508469,68.560631,19.14131,97.861244,25.097868,6.737772,139.875656,Radish
236.147827,34.335114,187.674942,83.52758,22.699696,95.048309,22.497004,6.470093,155.527069,Radish
230.26825,25.74165,156.049042,89.260979,17.116962,98.170197,25.73765,6.60639,172.279526,Radish
221.615372,45.617413,192.340454,85.246681,16.411768,97.89138,28.096762,6.097133,218.412903,Radish
205.687576,32.057102,176.976868,62.909794,16.983601,99.859459,31.669529,6.269028,162.647141,Radish
232.107452,30.078266,197.060852,73.170631,15.886509,97.733353,19.966225,6.833476,137.621429,Radish
212.940918,29.547592,160.127884,71.835892,16.134674,99.384323,23.43187,6.027942,127.558609,Radish
216.389175,42.194847,191.776184,68.475136,20.317337,95.660255,31.779423,6.595038,118.317673,Radish
215.394775,37.080208,162.284241,66.352272,17.630142,99.611389,28.810524,6.996632,144.104065,Radish
248.963806,46.88599,192.576187,66.99736,20.276674,97.032448,23.403202,6.217792,147.963577,Radish
228.615356,38.788776,188.797638,69.188843,19.416641,95.446838,22.256462,6.763193,213.740021,Radish
235.937866,40.165302,179.613205,62.454014,19.276798,97.137894,25.516094,6.421179,224.53183,Radish
232.536316,37.776321,155.051529,78.539513,19.034962,99.44191,20.341272,6.605135,191.102661,Radish
226.566101,41.837372,183.248459,87.1418,22.582979,96.586693,21.7229,6.644034,223.280121,Radish
214.666458,46.788315,160.408417,83.875381,16.18054,95.281601,24.125395,6.066635,100.492462,Radish
224.279541,46.10461,192.39325,76.943733,16.887947,99.384109,31.320681,6.935209,201.902649,Radish
216.755676,26.876291,163.054031,85.075699,16.791111,98.489723,32.480453,6.543382,148.243698,Radish
225.020844,38.797348,163.84259,86.96788,18.026356,97.08596,21.365456,6.508352,182.027313,Radish
222.51918,31.838039,178.675049,75.699913,15.807398,95.618439,22.946018,6.630095,157.129974,Radish
230.084564,45.617935,197.779083,83.727829,21.0163,99.575325,34.410557,6.930861,114.472404,Radish
231.540451,39.196323,177.425644,77.7827,21.47691,97.178238,18.725737,6.666704,119.99514,Radish
226.987839,27.178352,174.003281,82.946251,19.757812,96.529259,22.727991,6.718875,123.047379,Radish
207.499222,37.564564,158.830338,87.469261,18.512672,96.715698,33.73896,6.821009,172.80603,Radish
229.459869,40.125366,198.710892,71.041634,18.948654,98.937111,24.610622,6.589655,184.613739,Radish
245.25325,46.5485,198.621628,84.010483,22.994408,95.94342,20.026899,6.099132,113.300415,Radish
204.310959,38.148563,184.319382,83.786324,15.032256,96.820808,21.064915,6.650074,174.040466,Radish
243.715515,44.230888,182.241852,66.105721,19.593185,96.639587,24.357151,6.156807,202.727753,Radish
223.13829,43.106667,180.216217,79.950867,17.780487,98.735252,19.618904,6.908797,145.263031,Radish
218.728561,35.750301,174.179382,70.637344,18.542236,96.718262,18.643841,6.429083,180.590668,Radish
235.683533,44.353077,182.13414,80.673393,15.944108,97.681175,33.308357,6.514187,151.987579,Radish
228.363724,48.649216,168.659546,70.059822,19.670202,98.631859,26.716772,6.359196,208.811844,Radish
238.972839,42.083168,161.687851,79.197975,22.683548,99.579506,23.140842,6.166855,220.466309,Radish
221.83136,28.688192,169.809082,74.200974,15.643803,97.729485,24.046009,6.98428,207.514648,Radish
208.631973,49.390869,174.708588,69.320801,21.787165,96.802055,19.813534,6.965587,156.09137,Radish
210.588211,37.700577,154.028305,74.444656,16.095316,97.470886,19.810371,6.263988,213.879227,Radish
227.518936,35.745293,196.78595,77.110764,17.627403,97.588936,26.012234,6.253307,145.161804,Radish
240.739426,29.469135,171.769424,82.491432,22.673676,99.535408,25.245403,6.799062,193.712799,Radish
223.529129,42.248169,164.156204,86.280548,17.22999,96.855209,33.589794,6.29193,116.437836,Radish
243.908112,27.940138,188.562134,85.585907,22.94474,98.249191,19.822758,6.848345,163.479477,Radish
206.134201,41.549339,184.05368,88.843704,17.303818,99.146805,30.648605,6.795694,112.816864,Radish
222.492935,39.134159,156.732391,63.277901,22.506664,98.887657,20.846256,6.509722,164.401413,Radish
222.523468,41.728916,177.359787,64.77475,19.361382,98.69603,27.338852,6.611539,152.219498,Radish
242.072067,31.714643,163.66687,61.297714,21.580618,96.284698,32.989876,6.216873,112.348686,Radish
205.029251,26.910479,161.78392,81.817413,18.541626,98.329567,24.569244,6.114858,130.504074,Radish
249.089569,33.566284,160.608246,61.91655,18.944361,95.282722,29.771811,6.255573,150.499634,Radish
206.738525,28.50296,174.075302,85.173096,22.761156,96.566299,22.115273,6.283508,112.841148,Radish
229.308777,48.015087,154.17717,68.761147,20.429573,97.713676,20.889925,6.050067,107.406708,Radish
215.845245,35.442577,173.662277,86.992249,20.735472,98.772453,27.252264,6.798954,198.743317,Radish
231.759369,42.300308,187.917877,82.140976,17.787512,98.65226,25.480728,6.79186,194.868469,Radish
201.827957,29.853127,182.852219,84.461052,21.236971,98.332115,25.835945,6.680162,164.536682,Radish
245.92981,31.060511,171.44136,80.720078,18.751772,98.347778,26.662821,6.729815,213.215729,Radish
213.29982,31.496634,165.343521,69.923676,16.264421,95.830505,26.206463,6.458564,214.863586,Radish
228.815796,32.031479,156.855499,77.407303,17.994783,99.861374,30.563936,6.399037,187.584061,Radish
203.429031,43.625076,180.271698,78.189339,22.264446,95.063469,25.401783,6.550824,161.021759,Radish
242.759689,46.622002,164.054413,80.965317,20.213074,99.767616,32.817085,6.048219,174.477356,Radish
224.069046,28.579977,155.477127,71.417786,17.989193,95.804794,32.590836,6.498169,200.884476,Radish
207.73999,31.773638,164.591064,71.975662,22.296701,96.884277,28.466698,6.200898,110.06221,Radish
236.47522,40.85289,196.29628,87.07103,16.806259,96.407204,22.17424,6.205026,152.205093,Radish
247.207336,46.686646,185.693329,61.368652,20.76968,99.540047,34.20974,6.406966,121.147507,Radish
226.468552,42.523941,188.770447,82.613007,17.83894,98.602539,29.110537,6.629982,190.652863,Radish
222.158752,35.205967,178.43042,77.744423,17.750366,99.088371,20.482597,6.719213,204.192673,Radish
225.57106,45.335865,154.352875,71.428474,17.439882,98.171906,25.926514,6.766162,104.959351,Radish
215.441391,34.607105,150.458298,71.810982,17.522486,98.182045,34.251381,6.796836,186.119171,Radish
243.990097,38.894161,198.239502,61.945396,18.394169,96.817856,26.528605,6.703494,186.707321,Radish
234.203033,44.72673,179.061462,80.749268,16.227049,99.973961,27.740047,6.731749,161.05072,Radish
226.029602,47.307686,154.486618,86.255646,18.617802,95.652924,19.061752,6.060824,174.998398,Radish
221.509033,49.639454,195.025452,79.056168,21.021574,99.406792,34.54084,6.9568,106.869125,Radish
224.942459,49.195866,150.830887,73.2407,15.900723,99.509377,34.985451,6.530811,129.763519,Radish
249.558731,39.555855,168.642807,82.536186,20.847792,97.508133,34.65155,6.352755,191.436234,Radish
215.41713,27.579592,183.587601,74.642067,20.966314,97.655983,19.363594,6.805146,170.348602,Radish
231.07666,40.745209,184.884567,72.084404,18.20454,98.656174,30.634052,6.326505,142.580383,Radish
222.051666,28.690014,175.375198,85.814087,20.354456,96.39579,20.497803,6.862477,130.837646,Radish
237.940613,44.30851,160.947388,79.416817,17.327696,96.35202,28.702446,6.416685,222.568085,Radish
223.148712,47.45985,198.551453,73.382118,16.785158,99.94088,28.623932,6.543378,154.929077,Radish
227.080902,30.600491,187.159119,77.6315,15.896082,99.725357,27.067047,6.977335,161.341705,Radish
237.030182,27.874792,171.555634,81.333366,21.272055,96.634743,23.474257,6.672258,148.067719,Radish
229.887238,25.962811,172.62674,68.555222,16.546314,96.507179,32.739204,6.826886,167.770218,Radish
206.389694,28.615578,191.336288,86.392647,21.325653,97.439034,29.956974,6.027402,168.748413,Radish
202.875427,38.317368,195.217896,78.325615,19.007526,95.407196,32.726521,6.471212,121.81105,Radish
211.646606,43.263123,160.544632,60.696194,19.333826,95.159439,23.219931,6.618746,137.638672,Radish
208.217651,33.468704,174.188507,80.853699,19.562624,95.771149,20.792919,6.707564,108.28511,Radish
248.805237,44.37788,166.659271,69.0457,22.7593,98.754967,24.389341,6.201027,110.026772,Radish
224.946442,49.75975,175.888153,70.619873,20.598248,95.989944,31.426395,6.077311,127.502274,Radish
237.033447,40.500187,181.043991,68.261009,22.557409,95.63253,33.356857,6.106601,195.869171,Radish
202.234268,38.002956,196.930954,87.235039,22.023745,98.818436,31.791126,6.751851,171.048523,Radish
217.706131,46.381756,189.942566,61.585186,17.811321,95.757561,29.243483,6.12553,201.979614,Radish
211.102493,44.080162,186.521118,79.678795,17.546602,96.437325,30.947693,6.60477,171.753662,Radish
209.974243,44.776596,161.522034,69.210701,21.320446,95.702721,25.25782,6.95275,181.110733,Radish
204.181335,37.234646,186.238831,88.656219,19.61758,97.164764,33.417721,6.330556,129.184708,Radish
208.309845,40.766808,172.214447,81.047447,15.316282,95.977371,30.157433,6.011735,192.901154,Radish
236.442795,37.300533,150.29248,61.823711,16.159386,99.305252,19.368359,6.582731,146.763596,Radish
226.340088,47.440613,164.66925,76.400642,22.367947,96.253136,18.900318,6.04977,108.37738,Radish
233.880905,36.102676,176.567322,62.475918,17.756165,99.149277,21.083944,6.777897,197.860504,Radish
201.884186,46.907639,150.750778,73.634697,18.681871,97.487297,18.61974,6.379568,107.882767,Radish
220.330185,36.334774,162.908768,78.346039,17.762115,98.070992,27.428925,6.753263,195.084717,Radish
218.083939,30.829407,155.628784,83.225189,18.983213,99.123245,30.82399,6.509645,133.911224,Radish
227.913788,44.215324,155.237396,69.890335,22.299675,98.140228,19.681492,6.440392,182.881165,Radish
241.839218,35.974228,157.934219,67.402199,15.783689,97.477783,26.969761,6.710064,201.953827,Radish
243.026398,30.025274,156.459686,66.465889,19.883936,98.632614,30.809441,6.040456,163.674744,Radish
227.472519,33.771175,173.880203,62.426525,20.147467,95.648361,19.333038,6.793147,149.317413,Radish
207.256348,38.553818,191.52182,82.044266,21.750004,95.133774,28.333355,6.51521,147.302429,Radish
224.103043,45.770481,191.344254,78.550293,15.088476,97.288795,26.443493,6.366961,206.255127,Radish
249.52417,37.461189,199.255417,88.240616,17.501923,97.044151,21.830843,6.655624,180.15506,Radish
245.19696,32.862324,152.469208,71.461082,16.077698,96.485786,22.035801,6.931895,144.870514,Radish
247.25177,43.230331,189.895691,61.932415,16.873634,97.229668,20.067425,6.91034,136.184204,Radish
226.605087,43.061684,186.414536,75.872116,18.398005,96.769508,30.89789,6.632959,116.496765,Radish
232.227127,35.737118,174.024826,62.794449,22.349754,98.120529,27.510057,6.604153,192.938248,Radish
227.139008,44.193142,162.52243,70.487633,18.419949,98.736847,34.806629,6.737226,203.954407,Radish
232.994766,46.677261,177.750824,72.264763,16.723658,99.208542,25.854864,6.660361,185.245193,Radish
235.10257,49.054489,169.242737,81.120064,18.357281,98.527725,25.23658,6.075365,214.749298,Radish
238.785614,37.456261,173.067062,71.18383,22.753775,98.896294,23.02656,6.355972,116.593094,Radish
241.212418,30.145966,151.939316,63.118465,21.286282,99.979691,28.647781,6.367925,193.530304,Radish
233.907791,43.432365,185.902008,60.16576,18.116581,97.282692,31.625921,6.276392,224.776062,Radish
213.73204,37.216015,198.9552,81.803696,20.35202,99.886238,19.452955,6.433283,144.095367,Radish
228.24588,45.646152,182.983307,71.379471,20.843691,95.612221,27.004637,6.474526,164.399475,Radish
236.142059,31.435324,182.832947,87.400803,17.140326,96.101128,28.417046,6.028244,170.824585,Radish
231.438171,33.597771,188.897766,83.388885,15.163342,95.643799,30.696438,6.558813,121.074989,Radish
239.348358,39.726315,169.504425,61.058266,15.390293,97.049545,22.95233,6.079296,111.15313,Radish
246.116302,26.211918,194.35498,66.611504,15.460773,96.803848,18.674868,6.980993,126.93531,Radish
235.619507,45.832417,175.136597,82.045105,19.780922,97.808563,29.114159,6.889369,150.259705,Radish
247.658203,30.493126,191.718872,82.105713,15.706575,98.026917,18.10976,6.091031,204.054291,Radish
232.559113,38.512451,194.647461,68.435211,16.620159,96.1091,20.043226,6.563725,173.698914,Radish
211.959595,43.273029,189.805862,68.445747,19.148869,99.061699,30.014477,6.939139,158.637085,Radish
231.539124,41.595802,168.286209,84.581635,18.46274,97.176201,21.193705,6.868928,176.91481,Radish
234.443298,35.42009,195.398239,82.069916,20.302031,98.596405,20.662966,6.943292,181.581665,Radish
232.28978,29.607803,152.71463,86.791786,21.910984,97.13269,22.443401,6.692402,128.721786,Radish
249.623062,47.425209,173.914993,77.806824,22.445953,96.299438,34.017696,6.378574,210.826019,Radish
212.357071,29.635412,150.635635,61.960247,19.601704,96.736633,22.344456,6.383684,139.462845,Radish
224.128998,40.582031,160.648849,64.193985,22.694672,99.610481,31.413162,6.402466,105.675621,Radish
242.649445,27.450483,180.37468,84.272705,19.329889,99.93206,29.827137,6.419031,149.500778,Radish
239.82959,38.40659,174.515839,64.386772,16.74917,97.384995,23.677496,6.176831,188.780243,Radish
231.385345,29.135847,152.17067,86.238258,21.444675,99.744255,24.746517,6.917676,152.978058,Radish
216.752502,48.220963,171.718933,72.822998,19.418365,97.220848,21.27063,6.785992,130.755905,Radish
239.35376,25.867779,173.771255,62.627388,19.251093,99.429146,27.508339,6.832456,143.935303,Radish
226.582306,36.998173,154.639862,67.699341,22.522373,96.230042,28.782318,6.849571,197.848572,Radish
214.004272,41.451294,161.614624,74.755417,21.292,99.450523,23.338055,6.696332,166.940094,Radish
215.958847,43.929459,160.185791,78.499504,22.649097,96.198647,23.406227,6.465415,160.432068,Radish
208.809433,47.735291,178.664703,70.49379,21.872128,99.350571,21.292376,6.453723,165.786819,Radish
241.14328,35.64444,174.137054,85.243042,16.711948,98.18737,23.144684,6.433558,145.894516,Radish
248.953613,40.60672,187.9366,60.764267,16.372753,95.407188,31.261093,6.125776,120.677261,Radish
243.911987,46.78978,197.90744,61.613853,17.229408,97.878296,28.528954,6.529088,155.536102,Radish
229.928879,48.1007,197.204117,66.426872,16.465723,97.083664,28.171246,6.789531,162.48761,Radish
240.166046,45.752686,189.875916,63.882732,22.659037,95.386879,24.908875,6.493701,214.20755,Radish
227.819794,40.222145,183.809433,61.779613,20.345987,95.160988,25.154875,6.805481,155.312164,Radish
243.660934,35.316719,196.159317,88.230576,21.817745,96.969902,29.624201,6.222814,206.582977,Radish
218.411911,41.398834,172.859238,75.262207,20.502728,95.9991,33.913509,6.968227,153.60704,Radish
213.961853,46.657471,166.642395,89.180412,22.486313,96.262115,18.57192,6.833724,101.136742,Radish
225.099106,43.91449,185.057098,81.619461,21.981087,97.613701,25.320637,6.781627,102.657967,Radish
207.760284,31.125151,192.363663,76.320473,20.893021,98.048645,21.865841,6.047523,164.760162,Radish
210.078156,47.869385,160.997375,65.791916,22.947086,98.065964,19.246788,6.814718,128.072052,Radish
210.718613,39.746902,160.193695,73.664566,18.762009,95.422264,19.434797,6.670996,152.917664,Radish
205.418488,36.618279,184.08255,68.426186,21.599594,96.075562,21.975601,6.138554,143.814453,Radish
242.637268,36.381836,155.644836,74.227127,16.567244,99.175064,21.290012,6.378442,201.770966,Radish
222.678207,33.019936,199.999557,82.110313,22.910875,99.483963,31.449272,6.610135,211.554749,Radish
236.957611,28.214077,152.368759,63.007816,17.062336,98.251762,25.169308,6.007483,220.729279,Radish
227.080551,46.801926,151.04306,66.297043,21.869274,97.771469,23.952978,6.321734,158.352631,Radish
204.967987,37.627739,152.714172,78.9021,21.821857,96.616653,18.892673,6.302536,115.276535,Radish
236.580673,25.639286,176.283752,80.814636,16.508289,99.551201,24.187002,6.386057,206.555298,Radish
239.437637,26.437338,151.678696,68.257294,18.470978,99.508102,28.297436,6.705419,197.815491,Radish
229.096985,28.209766,163.363022,83.096085,21.516531,96.227135,32.305836,6.705002,120.952164,Radish
229.230133,28.089769,156.658432,75.087341,20.838179,99.483261,19.014139,6.805088,131.056076,Radish
229.267227,39.843925,176.19455,72.644058,20.22015,96.893089,33.97493,6.88225,161.595734,Radish
210.48233,32.345615,165.533691,79.334351,19.961206,95.97139,22.052353,6.622678,173.930206,Radish
245.982635,26.310734,178.37735,87.910339,17.256544,96.704109,22.284767,6.59108,161.811981,Radish
218.620987,40.711704,199.96579,75.271446,16.471241,96.322235,26.483269,6.714705,205.531036,Radish
237.064636,44.343788,170.173553,87.033684,19.48358,97.201431,32.834671,6.47225,146.778778,Radish
209.986893,42.762032,189.991974,72.665756,15.548544,96.154633,27.622824,6.287412,103.752075,Radish
234.579834,34.641163,160.151581,63.770954,16.120338,97.520882,31.889496,6.18012,140.96312,Radish
245.874069,42.079079,198.838257,67.527473,18.355707,96.552002,19.127045,6.925973,212.565598,Radish
201.130173,28.406467,164.129028,67.908806,17.260492,99.342003,32.767509,6.720971,149.646591,Radish
233.533478,25.247881,198.088196,64.535217,17.493092,97.92807,28.150589,6.305896,161.640381,Radish
239.786057,38.868858,196.745697,69.141327,20.585114,99.430298,29.655998,6.455061,143.1017,Radish
231.059052,26.507168,161.33313,74.335678,18.726215,96.425667,25.938753,6.510501,212.134186,Radish
223.699509,46.000565,187.964111,68.417953,17.152128,98.314949,18.059462,6.799597,150.847931,Radish
217.60585,29.091002,180.55513,70.920944,17.931103,99.591286,19.810873,6.260542,198.413849,Radish
224.719986,36.823883,157.492462,72.566246,17.543961,98.395569,20.562954,6.733315,193.717163,Radish
242.111435,37.399399,160.823349,83.680161,22.654856,99.314049,33.972973,6.767824,204.454987,Radish
231.567688,25.74847,197.197525,70.101357,17.417416,95.853401,20.382793,6.094267,199.550598,Radish
249.819092,30.738373,192.549545,64.185707,16.525047,96.00927,27.883591,6.514942,196.375137,Radish
249.871719,43.524551,153.187012,70.000626,20.547876,97.362694,27.883591,6.815346,144.215149,Radish
103.815582,36.113228,158.878128,62.771824,21.424482,70.72068,27.571892,6.729565,109.166214,Bean
117.504051,53.041298,149.351074,61.201748,21.100677,70.258537,29.158541,6.791587,133.216629,Bean
113.865868,59.497948,134.390045,60.901184,23.472784,69.205551,29.758705,6.39919,98.040276,Bean
115.704773,59.562393,151.528076,64.962242,22.237524,74.745132,28.916718,6.107008,116.835724,Bean
117.830414,48.040421,147.440186,63.196789,24.741306,67.184227,29.123644,6.867708,77.195854,Bean
116.254967,56.908363,150.30603,64.770088,25.432196,70.495834,29.816011,6.628442,70.302361,Bean
115.932938,48.009346,116.96434,60.811729,21.540039,67.174362,28.309994,6.551254,113.389145,Bean
106.201897,32.735767,157.702728,63.431202,22.214184,68.194557,27.078964,6.295266,74.720474,Bean
105.541328,36.429302,109.628777,62.990108,22.603193,68.799004,29.957113,6.547734,133.33075,Bean
118.667732,59.081528,159.66716,61.589664,21.532356,65.045319,27.668188,6.100741,138.810165,Bean
123.349876,32.330662,109.301338,61.278034,25.747173,68.912598,29.239864,6.521475,134.807678,Bean
115.329399,46.685753,124.057098,60.911907,23.497086,74.550888,28.810658,6.64687,65.806358,Bean
118.899139,44.456871,130.448425,62.807758,24.586411,66.816536,28.297119,6.177742,76.423218,Bean
106.128387,51.448318,134.734299,62.940804,23.137009,68.163773,27.837578,6.740462,121.913727,Bean
112.640869,59.387718,119.215866,64.243744,21.572077,67.386887,28.245272,6.692523,101.819885,Bean
122.112534,48.17318,114.613228,60.321976,22.765783,70.018661,28.407934,6.849688,138.24852,Bean
111.288078,46.315578,134.65303,63.24778,22.66507,71.958115,27.277287,6.191356,87.38382,Bean
115.737289,40.980698,100.334999,60.820148,22.018129,68.72757,28.227449,6.823866,109.007027,Bean
109.703308,52.94178,119.716949,63.754261,23.815159,69.601135,27.916605,6.229646,90.580597,Bean
103.76049,32.851215,155.323181,61.021084,21.093678,69.742226,27.360605,6.168535,112.347076,Bean
121.38031,43.883423,158.374466,64.357368,21.255173,73.952209,28.913143,6.182286,140.854767,Bean
118.235352,47.476414,135.177002,61.956055,21.745674,71.56514,27.665754,6.258114,142.51915,Bean
115.016663,35.440296,119.766235,64.3414,22.849525,67.124771,28.248634,6.115197,64.693939,Bean
119.060196,50.856346,157.790848,62.595516,21.685844,67.273788,29.462742,6.734528,117.871445,Bean
121.522415,43.160378,129.706406,63.237144,22.458864,68.700577,27.301725,6.051231,86.319145,Bean
102.435112,59.107758,118.43248,62.115417,23.875338,71.387726,29.550308,6.294739,60.875923,Bean
112.349335,53.837433,140.819397,60.102303,22.502369,74.718712,28.295216,6.331856,92.633484,Bean
121.921219,32.227421,130.829681,61.076466,25.744509,69.631538,28.196184,6.399423,123.757843,Bean
113.36084,47.198486,115.130112,62.528111,23.662666,73.070541,29.465302,6.440978,140.281281,Bean
109.811035,42.225277,100.693901,62.127621,22.867912,68.362488,29.244762,6.067586,109.217346,Bean
121.02282,48.479301,149.848953,64.080963,21.456955,69.543724,28.109417,6.150438,71.088875,Bean
117.176422,52.311714,114.008247,60.299931,24.087149,68.791222,27.037193,6.170543,99.447495,Bean
102.315086,35.266575,150.044968,63.329369,22.96859,73.621025,28.403303,6.859173,92.433975,Bean
109.888695,47.977253,124.239006,64.982147,23.929739,73.749268,27.86812,6.549629,109.12915,Bean
107.881195,51.874107,105.536316,60.262177,25.324673,68.536354,28.953911,6.277551,66.283218,Bean
120.145493,52.306995,137.485153,61.526157,21.709898,65.805252,27.526947,6.726881,109.629829,Bean
101.143654,44.88562,114.545036,64.752243,23.361935,69.245102,27.684134,6.178071,119.431503,Bean
123.814133,39.883453,122.500656,61.073906,25.864712,70.710716,27.263903,6.828805,119.672363,Bean
101.347397,54.042763,135.187881,64.957359,22.92408,68.999802,27.605909,6.022147,124.350311,Bean
106.684982,50.314922,124.173813,62.742352,24.965128,73.044106,27.641247,6.725804,102.762268,Bean
117.481873,38.964981,122.167816,62.66357,21.397068,70.756035,27.932091,6.929547,108.482529,Bean
